batch_x,batch_y,batch_bias
-0.0024406912225642813,0.013320523793615766,0.008158921269704059
0.0020015266313021616,0.03535102600349248,0.017212165437409475
0.0061084277599398945,0.057065374228466095,0.025100547736236482
0.009904770381784982,0.07847984209865402,0.03194565951590813
0.013413319534882708,0.0996091859819189,0.03785663208955159
0.016655021581105912,0.12046679782726277,0.04293140918963128
0.019649162464760575,0.1410648424840614,0.04725788964719505
0.02241351129839335,0.16141438107636757,0.05091495352166591
0.024964450692803862,0.18152548185076717,0.053973383560706745
0.027317095108087885,0.20140731977189108,0.05649669265927216
0.029485398376415763,0.22106826601000862,0.05854186689985499
0.0314822514337642,0.24051596834865008,0.06016003277957527
0.03331957119569329,0.2597574234355907,0.06139705635286521
0.0350083814203475,0.27879904170656045,0.06229408123094337
0.03655888631912988,0.29764670572664487,0.06288801167194505
0.03798053760102636,0.3163058226185355,0.06321194636031036
0.03928209556951046,0.33478137117869733,0.06329556790348677
0.04047168483058972,0.35307794422136246,0.06316549256158582
0.04155684511619185,0.3711997866353279,0.06284558426542274
0.04254457767812703,0.3891508295891928,0.0623572365650454
0.04344138766375994,0.4069347212763538,0.061719625779648804
0.044253322844792865,0.42455485455126896,0.060949938286381844
0.044986009034761215,0.442014391772746,0.060063574586134434
0.04564468249858041,0.459316287137894,0.059074332515481186
0.04623421962840386,0.47646330676153137,0.05799457173244787
0.046759164133837156,0.49345804672992977,0.05683536138686514
0.047223751970916876,0.510302949334501,0.05560661269127499
0.04763193421294586,0.5270003176701271,0.05431719793340643
0.047987398047049296,0.5435523287640542,0.052975057314116204
0.04829358606296827,0.5599610453844072,0.05158729485358142
0.04855371398495324,0.5762284266622246,0.050160264481802545
0.0487707869834898,0.5923563376473102,0.04869964731566226
0.04894761469083223,0.6083465579059668,0.04721052102257197
0.0490868250328003,0.6242007892577007,0.04569742207894221
0.049190876978888236,0.6399206627381181,0.04416440164927339
0.04926207230333289,0.6555077448663764,0.04261507573762694
0.0493025664412899,0.6709635432875916,0.04105267019674685
0.04931437851658445,0.6862895118534533,0.03948006112038976
0.04929940061055539,0.7014870551978794,0.03789981109079686
0.04925940633522663,0.7165575328587657,0.03631420170508271
0.0491960587683521,0.7315022629917114,0.034725262761068056
0.04911091780273222,0.746322525716938,0.03313479844424507
0.049005446957537474,0.7610195661364404,0.03154441082268473
0.04888101969515111,0.7755945970546512,0.02995552092537403
0.04873892528321546,0.7900488014325217,0.028369387651343007
0.048580374238096406,0.8043833346018935,0.02678712473168179
0.04840650338283307,0.818599326264307,0.025209715943865126
0.048218380549784334,0.8326978822959483,0.023638028757431907
0.048017008955591474,0.8466800863782363,0.022072826571775766
0.04780333127372189,0.8605470014715755,0.020514779690376794
0.04757823342772012,0.8742996711480253,0.018964475161054633
0.047342548126347854,0.8879391207970447,0.017422425598578095
0.04709705816002628,0.9014663587170337,0.01588907709407312
0.046842499476385135,0.9148823771041101,0.014364816304990927
0.04657956405125779,0.9281881529484005,0.012849976809808806
0.046308902570127486,0.9413846488470882,0.011344844803024801
0.04603112693381368,0.9544728137425228,0.009849664198275987
0.04574681260107836,0.9674535835928627,0.008364641200467465
0.04545650077982061,0.9803278819819613,0.0068899484015657805
0.04516070047760371,0.9930966206745369,0.0054257284491135175
0.0448598904214154,1.0057607001220514,0.003972097331496626
0.044554520855790494,1.018321009924181,0.0025291473194841404
0.044245015227719696,1.030778429250266,0.0010969495995091106
0.043931771766122826,1.0431338272246884,-0.0003244433694773749
0.04361516496307341,1.0553880632797263,-0.0017349957470124064
0.04329554696341986,1.0675419874790795,-0.0031346864243523573
0.04297324886895174,1.079596440814937,-0.004523507336925248
0.042648581962803675,1.0915522554811727,-0.005901461955363242
0.04232183885937106,1.1034102551249916,-0.007268563936594979
0.04199329458462719,1.1151712550791195,-0.008624835918381328
0.04166320759137775,1.12683606257642,-0.00997030844238708
0.04133182071366365,1.13840547694863,-0.01130501899241525
0.04099936206422327,1.1498802898107408,-0.012629011135807514
0.0406660458786499,1.1612612852323962,-0.013942333757250321
0.040332073309625155,1.1725492398975441,-0.015245040375335497
0.03999763317437504,1.1837449232534534,-0.01653718853321967
0.039662902658278404,1.1948490976500994,-0.017818839255620535
0.03932804797735752,1.2058625184708196,-0.01909005656518969
0.03899322500219549,1.2167859342550518,-0.02035090705202152
0.03865857984565409,1.2276200868138893,-0.021601459490703186
0.03832424941660708,1.2383657113391124,-0.022841784499890404
0.0379903619417576,1.2490235365062892,-0.024071954239913436
0.03765703745747176,1.259594284572485,-0.025292042144384245
0.0373243882734348,1.2700786714690633,-0.02650212268219429
0.03699251940981891,1.2804774068900127,-0.02770227114666782
0.036661529009542955,1.2907911943761947,-0.02889256346897236
0.036331508727103536,1.3010207313958684,-0.03007307605319018
0.03600254409536253,1.31116670942181,-0.031243885630725443
0.035674714871589054,1.3212298140053191,-0.032405069131964837
0.035348095363972334,1.3312107248473712,-0.03355670357332734
0.035022754739745976,1.3411101158671537,-0.03469886595803424
0.03469875731599364,1.3509286552681978,-0.0358316331891058
0.03437616283414009,1.3606670056023005,-0.03695508199324794
0.03405502671907014,1.3703258238314089,-0.038069288854433225
0.03373540032376045,1.3799057613876278,-0.03917432995610672
0.03341733116025569,1.3894074642314904,-0.040270281131060376
0.03310086311777029,1.3988315729086231,-0.04135721781812089
0.032786036668650084,1.4081787226049216,-0.04243521502488714
0.032472889062884584,1.4174495432003433,-0.043504347295834335
0.03216145451181911,1.4266446593214146,-0.044564688685175255
0.03185176436167802,1.4357646903925376,-0.04561631273393404
0.031543847257474035,1.4448102506861784,-0.046659292450746626
0.031237729297844852,1.4537819493720072,-0.04769370029595426
0.0309334341813269,1.4626803905650563,-0.04871960816860332
0.030630983344546073,1.4715061733729564,-0.04973708739600682
0.030330396092777663,1.4802598919423045,-0.05074620872556027
0.03003168972330153,1.4889421355042125,-0.051747042318538564
0.029734879641953958,1.4975534884190844,-0.05273965774563005
0.029439979473254628,1.5060945302206588,-0.05372412398399144
0.029147001164465544,1.5145658356593583,-0.05470050941563076
0.028855955083918257,1.5229679747449787,-0.055668881826947306
0.028566850113926748,1.5313015127887482,-0.05662930840927661
0.02827969373858518,1.5395670104447878,-0.05758185576030567
0.027994492126732964,1.5477650237509983,-0.058526589886238906
0.027711250210353457,1.555896104169397,-0.05946357620460913
0.027429971758657794,1.5639607986259283,-0.06039287954763978
0.027150659448091113,1.571959649549768,-0.06131456416607576
0.026873314928485194,1.5798931949121398,-0.0622286937334099
0.02659793888556895,1.5877619682646618,-0.06313533135044047
0.026324531100036498,1.5955664987772396,-0.06403453955010334
0.026053090503361336,1.6033073112755203,-0.0649263803025286
0.025783615230534667,1.6109849262779212,-0.06581091502027828
0.025516102669896127,1.6185998600322462,-0.06668820456372654
0.02525054951021573,1.6261526245519025,-0.06755830924654914
0.02498695178517712,1.633643727651727,-0.06842128884129273
0.02472530491540395,1.641073672983435,-0.06927720258499882
0.024465603748163353,1.648442960070699,-0.0701261091848602
0.024207842594873085,1.6557520843438667,-0.07096806682389085
0.023952015266531984,1.6630015371743287,-0.07180313316659306
0.023698115107186828,1.6701918059085414,-0.0726313653646075
0.023446135025542415,1.677323373901713,-0.0734528200623344
0.023196067524815907,1.6843967205511614,-0.07426755340251567
0.02294790473093087,1.6914123213293486,-0.07507562103176933
0.02270163841914133,1.6983706478165987,-0.07587707810606913
0.022457260039171083,1.7052721677335057,-0.07667197929616348
0.022214760738949006,1.712117344973035,-0.07746037879292893
0.02197413138701659,1.718906639632327,-0.07824233031265407
0.021735362593679808,1.7256405080442048,-0.07901788710225124
0.021498444730973537,1.732319402808393,-0.07978710194439334
0.021263367951502975,1.7389437728224504,-0.08055002716257427
0.021030122206223047,1.745514063312422,-0.08130671462609185
0.020798697261213438,1.752030715863215,-0.08205721575495249
0.020569082713503807,1.7584941684487017,-0.08280158152469741
0.020341268006000734,1.7649048554615536,-0.08353986247115042
0.02011524244156518,1.7712632077428108,-0.08427210869508778
0.019890995196286575,1.7775696526111888,-0.08499836986683061
0.019668515331997188,1.7838246138921292,-0.08571869523076081
0.019447791808068025,1.790028511946594,-0.08643313360976139
0.01922881349252531,1.7961817636996085,-0.08714173340958255
0.019011569172524438,1.8022847826685566,-0.08784454262313457
0.018796047564216368,1.8083379789912304,-0.08854160883470906
0.018582237322039445,1.8143417594536366,-0.0892329792241299
0.018370127047467943,1.8202965275175638,-0.0899187005708354
0.01815970529724688,1.8262026833479128,-0.09059881925789326
0.017950960591141055,1.8320606238397927,-0.09127338127594983
0.01774388141922475,1.8378707426453846,-0.09194243222711529
0.017538456248737216,1.843633430200577,-0.09260601732878629
0.01733467353052746,1.8493490737513743,-0.09326418141740768
0.01713252170511091,1.8550180573800799,-0.09391696895217486
0.016931989208358977,1.8606407620312597,-0.09456442401867832
0.016733064476841725,1.866217565537484,-0.0952065903324919
0.016535735952842454,1.8717488426448519,-0.09584351124270628
0.016339992089062286,1.877234965038302,-0.09647522973540906
0.01614582135303161,1.8826763013667096,-0.0971017884371131
0.01595321223124452,1.8880732172677714,-0.09772322961813434
0.015762153233031418,1.893426075392684,-0.0983395951959205
0.01557263289418413,1.898735235430613,-0.09895092673833202
0.015384639780347186,1.90400105413296,-0.09955726546687657
0.01519816249018808,1.9092238853374235,-0.10015865225989833
0.015013189658358721,1.914404079991862,-0.10075512765572324
0.014829709958259553,1.9195419861779566,-0.10134673185576146
0.014647712104617282,1.9246379491346761,-0.10193350472756814
0.01446718485588648,1.9296923112815476,-0.1025154858078636
0.01428811701648484,1.9347054122417333,-0.10309271430551399
0.014110497438871295,1.9396775888649156,-0.1036652291044735
0.013934315025475742,1.9446091752499919,-0.10423306876668897
0.01375955873048862,1.9495005027675818,-0.10479627153496804
0.013586217561518147,1.9543519000823477,-0.10535487533581159
0.013414280581122618,1.9591636931751293,-0.10590891778221148
0.013243736908224758,1.9639362053648968,-0.1064584361764144
0.013074575719414732,1.9686697573305212,-0.10700346751265255
0.012906786250148065,1.973364667132365,-0.10754404847984217
0.012740357795844419,1.978021250233695,-0.1080802154642504
0.012575279712892788,1.982639819521917,-0.10861200455213144
0.012411541419568442,1.9872206853296375,-0.10913945153233254
0.012249132396866608,1.9917641554555487,-0.10966259189887063
0.01208804218925763,1.996270535185145,-0.11018146085348016
0.0119282604053681,2.000740127311265,-0.11069609330813274
0.011769776718592199,2.005173232154467,-0.11120652388752933
0.011612580867637261,2.0095701475832355,-0.1117127869315654
0.011456662657007325,2.0139311690340227,-0.11221491649776974
0.011302011957428306,2.018256589531123,-0.1127129463637173
0.011148618706218161,2.022546699706386,-0.1132069100294168
0.010996472907605252,2.026801787818766,-0.11369684071967343
0.010845564632997944,2.0310221397737127,-0.11418277138642714
0.010695884021208324,2.0352080391424,-0.11466473471106713
0.010547421278632728,2.0393597671808,-0.11514276310672268
0.010400166679391674,2.043477602848597,-0.11561688872053115
0.010254110565431613,2.0475618228279497,-0.11608714343588322
0.010109243346590784,2.0516127015420964,-0.11655355887464597
